"cocktail_no","generation","solution_component_no","concentration","units","name","ph"
"C1111",8,1,0.02,"M","Potassium phosphate dibasic trihydrate",5
"C1111",8,2,0.98,"M","Sodium phosphate monobasic monohydrate",5
"C1112",8,1,0.1,"M","Potassium phosphate dibasic trihydrate",5.6
"C1112",8,2,0.9,"M","Sodium phosphate monobasic monohydrate",5.6
"C1113",8,1,0.35,"M","Potassium phosphate dibasic trihydrate",6.3
"C1113",8,2,0.65,"M","Sodium phosphate monobasic monohydrate",6.3
"C1114",8,1,0.65,"M","Potassium phosphate dibasic trihydrate",6.9
"C1114",8,2,0.35,"M","Sodium phosphate monobasic monohydrate",6.9
"C1115",8,1,0.85,"M","Potassium phosphate dibasic trihydrate",7.5
"C1115",8,2,0.15,"M","Sodium phosphate monobasic monohydrate",7.5
"C1116",8,1,0.96,"M","Potassium phosphate dibasic trihydrate",8.2
"C1116",8,2,0.04,"M","Sodium phosphate monobasic monohydrate",8.2
"C1117",8,1,0.03,"M","Potassium phosphate dibasic trihydrate",5
"C1117",8,2,1.37,"M","Sodium phosphate monobasic monohydrate",5
"C1118",8,1,0.14,"M","Potassium phosphate dibasic trihydrate",5.6
"C1118",8,2,1.26,"M","Sodium phosphate monobasic monohydrate",5.6
"C1119",8,1,0.49,"M","Potassium phosphate dibasic trihydrate",6.3
"C1119",8,2,0.91,"M","Sodium phosphate monobasic monohydrate",6.3
"C1120",8,1,0.91,"M","Potassium phosphate dibasic trihydrate",6.9
"C1120",8,2,0.49,"M","Sodium phosphate monobasic monohydrate",6.9
"C1121",8,1,1.19,"M","Potassium phosphate dibasic trihydrate",7.5
"C1121",8,2,0.21,"M","Sodium phosphate monobasic monohydrate",7.5
"C1122",8,1,1.34,"M","Potassium phosphate dibasic trihydrate",8.2
"C1122",8,2,0.06,"M","Sodium phosphate monobasic monohydrate",8.2
"C1123",8,1,0.04,"M","Potassium phosphate dibasic trihydrate",5
"C1123",8,2,1.76,"M","Sodium phosphate monobasic monohydrate",5
"C1124",8,1,0.18,"M","Potassium phosphate dibasic trihydrate",5.6
"C1124",8,2,1.62,"M","Sodium phosphate monobasic monohydrate",5.6
"C1125",8,1,0.63,"M","Potassium phosphate dibasic trihydrate",6.3
"C1125",8,2,1.17,"M","Sodium phosphate monobasic monohydrate",6.3
"C1126",8,1,1.17,"M","Potassium phosphate dibasic trihydrate",6.9
"C1126",8,2,0.63,"M","Sodium phosphate monobasic monohydrate",6.9
"C1127",8,1,1.53,"M","Potassium phosphate dibasic trihydrate",7.5
"C1127",8,2,0.27,"M","Sodium phosphate monobasic monohydrate",7.5
"C1128",8,1,1.73,"M","Potassium phosphate dibasic trihydrate",8.2
"C1128",8,2,0.07,"M","Sodium phosphate monobasic monohydrate",8.2
"C1129",8,1,1,"M","Sodium chloride",4
"C1129",8,2,0.1,"M","Citric acid",4
"C1130",8,1,1,"M","Sodium chloride",5
"C1130",8,2,0.1,"M","Citric acid",5
"C1131",8,1,1,"M","Sodium chloride",6
"C1131",8,2,0.1,"M","MES monohydrate",6
"C1132",8,1,1,"M","Sodium chloride",7
"C1132",8,2,0.1,"M","HEPES",7
"C1133",8,1,1,"M","Sodium chloride",8
"C1133",8,2,0.1,"M","Tris",8
"C1134",8,1,1,"M","Sodium chloride",9
"C1134",8,2,0.1,"M","Bicine",9
"C1135",8,1,2,"M","Sodium chloride",4
"C1135",8,2,0.1,"M","Citric acid",4
"C1136",8,1,2,"M","Sodium chloride",5
"C1136",8,2,0.1,"M","Citric acid",5
"C1137",8,1,2,"M","Sodium chloride",6
"C1137",8,2,0.1,"M","MES monohydrate",6
"C1138",8,1,2,"M","Sodium chloride",7
"C1138",8,2,0.1,"M","HEPES",7
"C1139",8,1,2,"M","Sodium chloride",8
"C1139",8,2,0.1,"M","Tris",8
"C1140",8,1,2,"M","Sodium chloride",9
"C1140",8,2,0.1,"M","Bicine",9
"C1141",8,1,3,"M","Sodium chloride",4
"C1141",8,2,0.1,"M","Citric acid",4
"C1142",8,1,3,"M","Sodium chloride",5
"C1142",8,2,0.1,"M","Citric acid",5
"C1143",8,1,3,"M","Sodium chloride",6
"C1143",8,2,0.1,"M","MES monohydrate",6
"C1144",8,1,3,"M","Sodium chloride",7
"C1144",8,2,0.1,"M","HEPES",7
"C1145",8,1,3,"M","Sodium chloride",8
"C1145",8,2,0.1,"M","Tris",8
"C1146",8,1,3,"M","Sodium chloride",9
"C1146",8,2,0.1,"M","Bicine",9
"C1147",8,1,4,"M","Sodium chloride",4
"C1147",8,2,0.1,"M","Citric acid",4
"C1148",8,1,4,"M","Sodium chloride",5
"C1148",8,2,0.1,"M","Citric acid",5
"C1149",8,1,4,"M","Sodium chloride",6
"C1149",8,2,0.1,"M","MES monohydrate",6
"C1150",8,1,4,"M","Sodium chloride",7
"C1150",8,2,0.1,"M","HEPES",7
"C1151",8,1,4,"M","Sodium chloride",8
"C1151",8,2,0.1,"M","Tris",8
"C1152",8,1,4,"M","Sodium chloride",9
"C1152",8,2,0.1,"M","Bicine",9
"C1153",8,1,20,"% (w/v)","polyethylene glycol 3350",7.3
"C1153",8,2,0.2,"M","Sodium fluoride",7.3
"C1154",8,1,20,"% (w/v)","polyethylene glycol 3350",7.3
"C1154",8,2,0.2,"M","Potassium fluoride",7.3
"C1155",8,1,20,"% (w/v)","polyethylene glycol 3350",6.2
"C1155",8,2,0.2,"M","Ammonium fluoride",6.2
"C1156",8,1,0.2,"M","Lithium chloride",6.8
"C1156",8,2,20,"% (w/v)","polyethylene glycol 3350",6.8
"C1157",8,1,0.2,"M","Magnesium chloride hexahydrate",5.9
"C1157",8,2,20,"% (w/v)","polyethylene glycol 3350",5.9
"C1158",8,1,0.2,"M","Sodium chloride",6.9
"C1158",8,2,20,"% (w/v)","polyethylene glycol 3350",6.9
"C1159",8,1,0.2,"M","Calcium chloride dihydrate",5.1
"C1159",8,2,20,"% (w/v)","polyethylene glycol 3350",5.1
"C1160",8,1,0.2,"M","Potassium chloride",7
"C1160",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1161",8,1,0.2,"M","Ammonium chloride",6.3
"C1161",8,2,20,"% (w/v)","polyethylene glycol 3350",6.3
"C1162",8,1,20,"% (w/v)","polyethylene glycol 3350",7
"C1162",8,2,0.2,"M","Sodium iodide",7
"C1163",8,1,20,"% (w/v)","polyethylene glycol 3350",7
"C1163",8,2,0.2,"M","Potassium iodide",7
"C1164",8,1,20,"% (w/v)","polyethylene glycol 3350",6.2
"C1164",8,2,0.2,"M","Ammonium iodide",6.2
"C1165",8,1,20,"% (w/v)","polyethylene glycol 3350",6.9
"C1165",8,2,0.2,"M","Sodium thiocyanate",6.9
"C1166",8,1,0.2,"M","Potassium thiocyanate",7
"C1166",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1167",8,1,20,"% (w/v)","polyethylene glycol 3350",7.1
"C1167",8,2,0.2,"M","Lithium nitrate",7.1
"C1168",8,1,0.2,"M","Magnesium nitrate hexahydrate",5.9
"C1168",8,2,20,"% (w/v)","polyethylene glycol 3350",5.9
"C1169",8,1,0.2,"M","Sodium nitrate",6.8
"C1169",8,2,20,"% (w/v)","polyethylene glycol 3350",6.8
"C1170",8,1,0.2,"M","Potassium nitrate",6.8
"C1170",8,2,20,"% (w/v)","polyethylene glycol 3350",6.8
"C1171",8,1,0.2,"M","Ammonium nitrate",6.2
"C1171",8,2,20,"% (w/v)","polyethylene glycol 3350",6.2
"C1172",8,1,0.2,"M","Magnesium formate dihydrate",7
"C1172",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1173",8,1,0.2,"M","Sodium formate",7
"C1173",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1174",8,1,20,"% (w/v)","polyethylene glycol 3350",7.3
"C1174",8,2,0.2,"M","Potassium formate",7.3
"C1175",8,1,20,"% (w/v)","polyethylene glycol 3350",6.6
"C1175",8,2,0.2,"M","Ammonium formate",6.6
"C1176",8,1,20,"% (w/v)","polyethylene glycol 3350",7.9
"C1176",8,2,0.2,"M","Lithium acetate dihydrate",7.9
"C1177",8,1,0.2,"M","Magnesium acetate tetrahydrate",7.9
"C1177",8,2,20,"% (w/v)","polyethylene glycol 3350",7.9
"C1178",8,1,0.2,"M","Zinc acetate dihydrate",6.4
"C1178",8,2,20,"% (w/v)","polyethylene glycol 3350",6.4
"C1179",8,1,0.2,"M","Sodium acetate trihydrate",8
"C1179",8,2,20,"% (w/v)","polyethylene glycol 3350",8
"C1180",8,1,20,"% (w/v)","polyethylene glycol 3350",7.5
"C1180",8,2,0.2,"M","Calcium acetate hydrate",7.5
"C1181",8,1,0.2,"M","Potassium acetate",8.1
"C1181",8,2,20,"% (w/v)","polyethylene glycol 3350",8.1
"C1182",8,1,0.2,"M","Ammonium acetate",7.1
"C1182",8,2,20,"% (w/v)","polyethylene glycol 3350",7.1
"C1183",8,1,0.2,"M","Lithium sulfate monohydrate",6
"C1183",8,2,20,"% (w/v)","polyethylene glycol 3350",6
"C1184",8,1,0.2,"M","Magnesium sulfate heptahydrate",6
"C1184",8,2,20,"% (w/v)","polyethylene glycol 3350",6
"C1185",8,1,20,"% (w/v)","polyethylene glycol 3350",6.7
"C1185",8,2,0.2,"M","Sodium sulfate decahydrate",6.7
"C1186",8,1,20,"% (w/v)","polyethylene glycol 3350",6.8
"C1186",8,2,0.2,"M","Potassium sulfate",6.8
"C1187",8,1,0.2,"M","Ammonium sulfate",6
"C1187",8,2,20,"% (w/v)","polyethylene glycol 3350",6
"C1188",8,1,20,"% (w/v)","polyethylene glycol 3350",7.2
"C1188",8,2,0.2,"M","di-sodium tartrate dihydrate",7.2
"C1189",8,1,0.2,"M","Potassium sodium tartrate tetrahydrate",7.4
"C1189",8,2,20,"% (w/v)","polyethylene glycol 3350",7.4
"C1190",8,1,0.2,"M","di-Ammonium Tartrate",6.6
"C1190",8,2,20,"% (w/v)","polyethylene glycol 3350",6.6
"C1191",8,1,0.2,"M","Sodium phosphate monobasic monohydrate",4.7
"C1191",8,2,20,"% (w/v)","polyethylene glycol 3350",4.7
"C1192",8,1,20,"% (w/v)","polyethylene glycol 3350",9.1
"C1192",8,2,0.2,"M","di-sodium hydrogen phosphate dihydrate",9.1
"C1193",8,1,0.2,"M","Potassium phosphate monobasic",4.8
"C1193",8,2,20,"% (w/v)","polyethylene glycol 3350",4.8
"C1194",8,1,0.2,"M","Potassium phosphate dibasic trihydrate",9.2
"C1194",8,2,20,"% (w/v)","polyethylene glycol 3350",9.2
"C1195",8,1,0.2,"M","Ammonium phosphate monobasic",4.6
"C1195",8,2,20,"% (w/v)","polyethylene glycol 3350",4.6
"C1196",8,1,0.2,"M","Ammonium phosphate dibasic",8
"C1196",8,2,20,"% (w/v)","polyethylene glycol 3350",8
"C1197",8,1,20,"% (w/v)","polyethylene glycol 3350",8.4
"C1197",8,2,0.2,"M","tri-lithium citrate tetrahydrate",8.4
"C1198",8,1,0.2,"M","Sodium citrate tribasic dihydrate",8.3
"C1198",8,2,20,"% (w/v)","polyethylene glycol 3350",8.3
"C1199",8,1,20,"% (w/v)","polyethylene glycol 3350",8.3
"C1199",8,2,0.2,"M","tri-potassium citrate monohydrate",8.3
"C1200",8,1,0.2,"M","di-Ammonium hydrogen citrate",5.1
"C1200",8,2,20,"% (w/v)","polyethylene glycol 3350",5.1
"C1201",8,1,0.1,"M","Sodium Malonate",4
"C1201",8,2,12,"% (w/v)","polyethylene glycol 3350",4
"C1202",8,1,0.2,"M","Sodium Malonate",4
"C1202",8,2,20,"% (w/v)","polyethylene glycol 3350",4
"C1203",8,1,0.1,"M","Sodium Malonate",5
"C1203",8,2,12,"% (w/v)","polyethylene glycol 3350",5
"C1204",8,1,0.2,"M","Sodium Malonate",5
"C1204",8,2,20,"% (w/v)","polyethylene glycol 3350",5
"C1205",8,1,0.1,"M","Sodium Malonate",6
"C1205",8,2,12,"% (w/v)","polyethylene glycol 3350",6
"C1206",8,1,0.2,"M","Sodium Malonate",6
"C1206",8,2,20,"% (w/v)","polyethylene glycol 3350",6
"C1207",8,1,0.1,"M","Sodium Malonate",7
"C1207",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1208",8,1,0.2,"M","Sodium Malonate",7
"C1208",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1209",8,1,12,"% (w/v)","polyethylene glycol 3350",4
"C1209",8,2,4,"% (v/v)","Tacsimate",4
"C1210",8,1,20,"% (w/v)","polyethylene glycol 3350",4
"C1210",8,2,8,"% (v/v)","Tacsimate",4
"C1211",8,1,12,"% (w/v)","polyethylene glycol 3350",5
"C1211",8,2,4,"% (v/v)","Tacsimate",5
"C1212",8,1,20,"% (w/v)","polyethylene glycol 3350",5
"C1212",8,2,8,"% (v/v)","Tacsimate",5
"C1213",8,1,12,"% (w/v)","polyethylene glycol 3350",6
"C1213",8,2,4,"% (v/v)","Tacsimate",6
"C1214",8,1,20,"% (w/v)","polyethylene glycol 3350",6
"C1214",8,2,8,"% (v/v)","Tacsimate",6
"C1215",8,1,12,"% (w/v)","polyethylene glycol 3350",7
"C1215",8,2,4,"% (v/v)","Tacsimate",7
"C1216",8,1,20,"% (w/v)","polyethylene glycol 3350",7
"C1216",8,2,8,"% (v/v)","Tacsimate",7
"C1217",8,1,12,"% (w/v)","polyethylene glycol 3350",8
"C1217",8,2,4,"% (v/v)","Tacsimate",8
"C1218",8,1,20,"% (w/v)","polyethylene glycol 3350",8
"C1218",8,2,8,"% (v/v)","Tacsimate",8
"C1219",8,1,0.1,"M","Succinic Acid",7
"C1219",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1220",8,1,0.2,"M","Succinic Acid",7
"C1220",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1221",8,1,0.1,"M","tri-Ammonium Citrate",7
"C1221",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1222",8,1,0.2,"M","tri-Ammonium Citrate",7
"C1222",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1223",8,1,0.1,"M","DL-Malic acid",7
"C1223",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1224",8,1,0.2,"M","DL-Malic acid",7
"C1224",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1225",8,1,0.1,"M","Sodium acetate trihydrate",7
"C1225",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1226",8,1,0.2,"M","Sodium acetate trihydrate",7
"C1226",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1227",8,1,0.1,"M","Sodium formate",7
"C1227",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1228",8,1,0.2,"M","Sodium formate",7
"C1228",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1229",8,1,0.1,"M","di-Ammonium Tartrate",7
"C1229",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1230",8,1,0.2,"M","di-Ammonium Tartrate",7
"C1230",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1231",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1231",8,2,16,"% (w/v)","polyethylene glycol 3350",4.6
"C1231",8,3,2,"% (v/v)","Tacsimate",4
"C1232",8,1,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1232",8,2,16,"% (w/v)","polyethylene glycol 3350",5.6
"C1232",8,3,2,"% (v/v)","Tacsimate",5
"C1233",8,1,0.1,"M","Bis-Tris",6.5
"C1233",8,2,20,"% (w/v)","polyethylene glycol 3350",6.5
"C1233",8,3,2,"% (v/v)","Tacsimate",6
"C1234",8,1,0.1,"M","HEPES",7.5
"C1234",8,2,20,"% (w/v)","polyethylene glycol 3350",7.5
"C1234",8,3,2,"% (v/v)","Tacsimate",7
"C1235",8,1,0.1,"M","Tris",8.5
"C1235",8,2,16,"% (w/v)","polyethylene glycol 3350",8.5
"C1235",8,3,2,"% (v/v)","Tacsimate",8
"C1236",8,1,0.07,"M","Citric acid",3.4
"C1236",8,2,0.03,"M","Bis-Tris Propane",3.4
"C1236",8,3,16,"% (w/v)","polyethylene glycol 3350",3.4
"C1237",8,1,0.06,"M","Citric acid",4.1
"C1237",8,2,0.04,"M","Bis-Tris Propane",4.1
"C1237",8,3,16,"% (w/v)","polyethylene glycol 3350",4.1
"C1238",8,1,0.05,"M","Citric acid",5
"C1238",8,2,0.05,"M","Bis-Tris Propane",5
"C1238",8,3,16,"% (w/v)","polyethylene glycol 3350",5
"C1239",8,1,0.04,"M","Citric acid",6.4
"C1239",8,2,0.06,"M","Bis-Tris Propane",6.4
"C1239",8,3,20,"% (w/v)","polyethylene glycol 3350",6.4
"C1240",8,1,0.03,"M","Citric acid",7.6
"C1240",8,2,0.07,"M","Bis-Tris Propane",7.6
"C1240",8,3,20,"% (w/v)","polyethylene glycol 3350",7.6
"C1241",8,1,0.02,"M","Citric acid",8.8
"C1241",8,2,0.08,"M","Bis-Tris Propane",8.8
"C1241",8,3,16,"% (w/v)","polyethylene glycol 3350",8.8
"C1242",8,1,0.02,"M","Calcium chloride dihydrate","NA"
"C1242",8,2,20,"% (w/v)","polyethylene glycol 3350","NA"
"C1242",8,3,0.02,"M","Cobalt(II) chloride hexahydrate","NA"
"C1242",8,4,0.02,"M","Cadmium chloride dihydrate","NA"
"C1243",8,1,0.02,"M","Magnesium chloride hexahydrate",7
"C1243",8,2,0.1,"M","HEPES-Na",7
"C1243",8,3,20,"% (w/v)","polyethylene glycol 3350",7
"C1243",8,4,0.02,"M","Nickel(II) chloride hexahydrate",7
"C1244",8,1,20,"% (w/v)","polyethylene glycol 3350","NA"
"C1244",8,2,0.02,"M","Zinc chloride","NA"
"C1245",8,1,15,"% (w/v)","polyethylene glycol 3350","NA"
"C1245",8,2,0.15,"M","Cesium chloride","NA"
"C1246",8,1,0.2,"M","Sodium bromide","NA"
"C1246",8,2,20,"% (w/v)","polyethylene glycol 3350","NA"
"C1247",8,1,0.05,"M","HEPES-Na",7
"C1247",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1247",8,3,1,"% (w/v)","Tryptone",7
"C1248",8,1,0.05,"M","HEPES-Na",7
"C1248",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1248",8,3,1,"% (w/v)","Tryptone",7
"C1249",8,1,0.02,"M","Calcium chloride dihydrate",4.6
"C1249",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1249",8,3,30,"% (v/v)","MPD",4.6
"C1250",8,1,0.4,"M","Potassium sodium tartrate tetrahydrate",8.4
"C1251",8,1,0.4,"M","Ammonium phosphate monobasic",4.2
"C1252",8,1,2,"M","Ammonium sulfate",8.5
"C1252",8,2,0.1,"M","Tris HCl",8.5
"C1253",8,1,0.2,"M","Sodium citrate tribasic dihydrate",7.5
"C1253",8,2,30,"% (v/v)","MPD",7.5
"C1253",8,3,0.1,"M","HEPES-Na",7.5
"C1254",8,1,0.2,"M","Magnesium chloride hexahydrate",8.5
"C1254",8,2,0.1,"M","Tris HCl",8.5
"C1254",8,3,30,"% (w/v)","polyethylene glycol 4000",8.5
"C1255",8,1,1.4,"M","Sodium acetate trihydrate",6.5
"C1255",8,2,0.1,"M","Sodium cacodylate trihydrate",6.5
"C1256",8,1,0.2,"M","Sodium citrate tribasic dihydrate",6.5
"C1256",8,2,30,"% (v/v)","Iso-propanol",6.5
"C1256",8,3,0.1,"M","Sodium cacodylate trihydrate",6.5
"C1257",8,1,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1257",8,2,30,"% (w/v)","polyethylene glycol 4000",5.6
"C1257",8,3,0.2,"M","Ammonium acetate",5.6
"C1258",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1258",8,2,30,"% (w/v)","polyethylene glycol 4000",4.6
"C1258",8,3,0.2,"M","Ammonium acetate",4.6
"C1259",8,1,1,"M","Ammonium phosphate monobasic",5.6
"C1259",8,2,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1260",8,1,0.2,"M","Magnesium chloride hexahydrate",7.5
"C1260",8,2,0.1,"M","HEPES-Na",7.5
"C1260",8,3,30,"% (v/v)","Iso-propanol",7.5
"C1261",8,1,0.2,"M","Sodium citrate tribasic dihydrate",8.5
"C1261",8,2,0.1,"M","Tris HCl",8.5
"C1261",8,3,30,"% (v/v)","polyethylene glycol 400",8.5
"C1262",8,1,0.2,"M","Calcium chloride dihydrate",7.5
"C1262",8,2,28,"% (v/v)","polyethylene glycol 400",7.5
"C1262",8,3,0.1,"M","HEPES-Na",7.5
"C1263",8,1,0.2,"M","Ammonium sulfate",6.5
"C1263",8,2,30,"% (w/v)","polyethylene glycol 8000",6.5
"C1263",8,3,0.1,"M","Sodium cacodylate trihydrate",6.5
"C1264",8,1,1.5,"M","Lithium sulfate monohydrate",7.5
"C1264",8,2,0.1,"M","HEPES-Na",7.5
"C1265",8,1,0.2,"M","Lithium sulfate monohydrate",8.5
"C1265",8,2,0.1,"M","Tris HCl",8.5
"C1265",8,3,30,"% (w/v)","polyethylene glycol 4000",8.5
"C1266",8,1,0.2,"M","Magnesium acetate tetrahydrate",6.5
"C1266",8,2,20,"% (w/v)","polyethylene glycol 8000",6.5
"C1266",8,3,0.1,"M","Sodium cacodylate trihydrate",6.5
"C1267",8,1,0.1,"M","Tris HCl",8.5
"C1267",8,2,30,"% (v/v)","Iso-propanol",8.5
"C1267",8,3,0.2,"M","Ammonium acetate",8.5
"C1268",8,1,0.2,"M","Ammonium sulfate",4.6
"C1268",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1268",8,3,25,"% (w/v)","polyethylene glycol 4000",4.6
"C1269",8,1,0.2,"M","Magnesium acetate tetrahydrate",6.5
"C1269",8,2,30,"% (v/v)","MPD",6.5
"C1269",8,3,0.1,"M","Sodium cacodylate trihydrate",6.5
"C1270",8,1,0.2,"M","Sodium acetate trihydrate",8.5
"C1270",8,2,0.1,"M","Tris HCl",8.5
"C1270",8,3,30,"% (w/v)","polyethylene glycol 4000",8.5
"C1271",8,1,0.2,"M","Magnesium chloride hexahydrate",7.5
"C1271",8,2,30,"% (v/v)","polyethylene glycol 400",7.5
"C1271",8,3,0.1,"M","HEPES-Na",7.5
"C1272",8,1,0.2,"M","Calcium chloride dihydrate",4.6
"C1272",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1272",8,3,20,"% (v/v)","Iso-propanol",4.6
"C1273",8,1,1,"M","Sodium acetate trihydrate",6.5
"C1273",8,2,0.1,"M","Imidazole",6.5
"C1274",8,1,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1274",8,2,30,"% (v/v)","MPD",5.6
"C1274",8,3,0.2,"M","Ammonium acetate",5.6
"C1275",8,1,0.2,"M","Sodium citrate tribasic dihydrate",7.5
"C1275",8,2,0.1,"M","HEPES-Na",7.5
"C1275",8,3,20,"% (v/v)","Iso-propanol",7.5
"C1276",8,1,0.2,"M","Sodium acetate trihydrate",6.5
"C1276",8,2,30,"% (w/v)","polyethylene glycol 8000",6.5
"C1276",8,3,0.1,"M","Sodium cacodylate trihydrate",6.5
"C1277",8,1,0.1,"M","HEPES-Na",7.5
"C1277",8,2,0.8,"M","Potassium sodium tartrate tetrahydrate",7.5
"C1278",8,1,0.2,"M","Ammonium sulfate",5.4
"C1278",8,2,30,"% (w/v)","polyethylene glycol 8000",5.4
"C1279",8,1,0.2,"M","Ammonium sulfate",5.6
"C1279",8,2,30,"% (w/v)","polyethylene glycol 4000",5.6
"C1280",8,1,2,"M","Ammonium sulfate",5.2
"C1281",8,1,4,"M","Sodium formate",8.7
"C1282",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1282",8,2,2,"M","Sodium formate",4.6
"C1283",8,1,0.8,"M","Potassium phosphate monobasic",7.5
"C1283",8,2,0.8,"M","Sodium phosphate monobasic monohydrate",7.5
"C1283",8,3,0.1,"M","HEPES-Na",7.5
"C1284",8,1,0.1,"M","Tris HCl",8.5
"C1284",8,2,8,"% (w/v)","polyethylene glycol 8000",8.5
"C1285",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1285",8,2,8,"% (w/v)","polyethylene glycol 4000",4.6
"C1286",8,1,1.4,"M","Sodium citrate tribasic dihydrate",7.5
"C1286",8,2,0.1,"M","HEPES-Na",7.5
"C1287",8,1,2,"M","Ammonium sulfate",7.5
"C1287",8,2,2,"% (v/v)","polyethylene glycol 400",7.5
"C1287",8,3,0.1,"M","HEPES-Na",7.5
"C1288",8,1,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1288",8,2,20,"% (w/v)","polyethylene glycol 4000",5.6
"C1288",8,3,20,"% (v/v)","Iso-propanol",5.6
"C1289",8,1,20,"% (w/v)","polyethylene glycol 4000",7.5
"C1289",8,2,0.1,"M","HEPES-Na",7.5
"C1289",8,3,10,"% (v/v)","Iso-propanol",7.5
"C1290",8,1,0.05,"M","Potassium phosphate monobasic",5
"C1290",8,2,20,"% (w/v)","polyethylene glycol 8000",5
"C1291",8,1,30,"% (w/v)","polyethylene glycol 1500",6.3
"C1292",8,1,0.2,"M","Magnesium formate dihydrate",7.8
"C1293",8,1,0.2,"M","Zinc acetate dihydrate",6.5
"C1293",8,2,18,"% (w/v)","polyethylene glycol 8000",6.5
"C1293",8,3,0.1,"M","Sodium cacodylate trihydrate",6.5
"C1294",8,1,18,"% (w/v)","polyethylene glycol 8000",6.5
"C1294",8,2,0.1,"M","Sodium cacodylate trihydrate",6.5
"C1294",8,3,0.2,"M","Calcium acetate hydrate",6.5
"C1295",8,1,2,"M","Ammonium sulfate",4.6
"C1295",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1296",8,1,2,"M","Ammonium phosphate monobasic",8.5
"C1296",8,2,0.1,"M","Tris HCl",8.5
"C1297",8,1,2,"M","Sodium chloride",5.6
"C1297",8,2,10,"% (w/v)","polyethylene glycol 6000",5.6
"C1298",8,1,0.01,"M","Magnesium chloride hexahydrate",5.8
"C1298",8,2,0.5,"M","Sodium chloride",5.8
"C1298",8,3,0.01,"M","Hexadecyltrimethylammonium bromide",5.8
"C1299",8,1,25,"% (v/v)","Ethylene Glycol",5.8
"C1300",8,1,35,"% (v/v)","1,4-Dioxane",4.4
"C1301",8,1,2,"M","Ammonium sulfate",5.2
"C1301",8,2,5,"% (v/v)","Iso-propanol",5.2
"C1302",8,1,1,"M","Imidazole",7
"C1303",8,1,10,"% (w/v)","polyethylene glycol 1000",5.8
"C1303",8,2,10,"% (w/v)","polyethylene glycol 8000",5.8
"C1304",8,1,1.5,"M","Sodium chloride",5.8
"C1304",8,2,10,"% (v/v)","Ethanol",5.8
"C1305",8,1,2,"M","Sodium chloride",4.6
"C1305",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1306",8,1,0.2,"M","Sodium chloride",4.6
"C1306",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1306",8,3,30,"% (v/v)","MPD",4.6
"C1307",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1307",8,2,1,"M","1,6-hexanediol",4.6
"C1307",8,3,0.01,"M","Cobalt(II) chloride hexahydrate",4.6
"C1308",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1308",8,2,30,"% (v/v)","polyethylene glycol 400",4.6
"C1308",8,3,0.1,"M","Cadmium chloride dihydrate",4.6
"C1309",8,1,0.2,"M","Ammonium sulfate",4.6
"C1309",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1309",8,3,30,"% (w/v)","polyethylene glycol monomethyl ether 2000",4.6
"C1310",8,1,2,"M","Ammonium sulfate",5.6
"C1310",8,2,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1310",8,3,0.2,"M","Potassium sodium tartrate tetrahydrate",5.6
"C1311",8,1,0.5,"M","Ammonium sulfate",5.6
"C1311",8,2,1,"M","Lithium sulfate monohydrate",5.6
